,FundCode,类型,近1月收益,近1年收益,近3年收益,风险等级,基金规模
4635,020019,债券型,0.69%,6.73%,11.37%,中风险,0.36亿元
4636,217021,混合型,4.12%,17.44%,6.47%,中高风险,0.65亿元
4637,000644,货币型,0.20%,2.22%,9.34%,低风险,3.07亿元
4638,161216,债券型,1.04%,7.85%,15.31%,中风险,1.22亿元
4639,240010,混合型,2.17%,-3.94%,-22.95%,中高风险,16.35亿元
4640,000308,混合型,0.40%,31.33%,20.70%,中高风险,1.15亿元
4641,160616,股票指数,1.19%,2.40%,-14.10%,高风险,2.90亿元
4642,020020,债券型,0.64%,6.24%,9.88%,中风险,0.25亿元
4643,163823,混合型,2.87%,12.03%,17.49%,中高风险,4.13亿元
4644,000572,混合型,1.46%,7.52%,19.15%,中高风险,4.93亿元
4645,000030,混合型,-0.26%,7.67%,10.65%,中高风险,3.35亿元
4646,470028,混合型,2.26%,3.15%,-12.09%,中高风险,28.60亿元
4647,000692,债券型,1.38%,12.65%,13.81%,中风险,0.23亿元
4648,377150,混合型,5.78%,21.96%,12.44%,中高风险,1.04亿元
4649,270007,混合型,6.55%,35.75%,23.10%,中高风险,28.76亿元
4650,470010,债券型,0.57%,5.45%,10.36%,中风险,1.22亿元
4651,000256,混合型,0.00%,3.33%,2.04%,中高风险,0.31亿元
4652,253020,债券型,1.82%,6.09%,-3.66%,中风险,0.28亿元
4653,000067,债券型,3.25%,13.47%,0.72%,中高风险,1.85亿元
4654,519093,混合型,1.58%,18.74%,6.93%,中高风险,1.78亿元
4655,161221,债券型,1.04%,7.47%,13.96%,中风险,0.11亿元
4656,000647,货币型,0.21%,2.86%,11.07%,低风险,36.49亿元
4657,261001,债券型,0.65%,4.62%,7.30%,中风险,4.21亿元
4658,470011,债券型,0.57%,5.15%,9.35%,中风险,0.36亿元
4659,000286,债券型,0.47%,5.24%,17.41%,中低风险,38.57亿元
4660,164809,股票指数,-0.69%,2.63%,-20.18%,高风险,1.79亿元
4661,000068,债券型,3.30%,12.97%,-0.43%,中高风险,0.27亿元
4662,690003,混合型,4.62%,-20.00%,-18.81%,中高风险,1.11亿元
4663,160217,债券型,0.13%,7.49%,12.26%,中风险,1.85亿元
4664,000338,债券型,1.40%,6.42%,13.66%,中风险,1.80亿元
4665,686868,债券型,0.56%,6.05%,14.00%,中低风险,20.95亿元
4666,519723,债券型,0.56%,5.65%,12.82%,中低风险,13.17亿元
4667,686869,债券型,0.54%,5.88%,13.15%,中低风险,0.03亿元
4668,000279,混合型,1.56%,3.49%,8.44%,中高风险,2.74亿元
4669,160910,混合型,0.19%,15.83%,31.88%,中高风险,23.18亿元
4670,090010,股票指数,-2.59%,9.23%,26.25%,高风险,11.80亿元
4671,261101,债券型,0.65%,4.36%,6.11%,中风险,0.03亿元
4672,253021,债券型,1.86%,5.71%,-4.77%,中风险,0.23亿元
4673,519725,债券型,0.56%,5.17%,11.12%,中低风险,1.38亿元
4674,001031,债券型,0.00%,4.56%,12.64%,中风险,1.13亿元
4675,000656,股票指数,-0.68%,15.61%,20.28%,高风险,0.49亿元
4676,070028,货币型,0.16%,2.22%,8.73%,低风险,0.81亿元
4677,000534,混合型,4.20%,7.76%,-3.08%,中高风险,2.72亿元
4678,460002,混合型,1.08%,0.75%,-1.71%,中高风险,8.23亿元
4679,164210,债券型,1.10%,5.83%,14.79%,中低风险,0.43亿元
4680,320007,混合型,13.11%,8.33%,-23.00%,中高风险,10.70亿元
4681,000686,货币型,0.22%,3.20%,11.37%,无,59.49亿元
4682,160718,债券型,0.33%,4.82%,7.42%,中风险,0.70亿元
4683,001033,债券型,-0.08%,4.25%,11.52%,中风险,0.79亿元
4684,350009,混合型,2.71%,18.10%,22.11%,中高风险,0.31亿元
4685,000536,债券型,2.40%,11.08%,7.58%,中高风险,0.70亿元
4686,000029,混合型,0.37%,23.38%,43.62%,中高风险,2.20亿元
4687,000300,货币型,0.17%,2.33%,9.43%,低风险,0.89亿元
4688,377530,混合型,5.22%,14.45%,13.64%,中高风险,5.74亿元
4689,020010,混合型,5.12%,15.03%,14.21%,中高风险,12.95亿元
4690,165314,债券型,0.85%,3.32%,-2.90%,中风险,0.07亿元
4691,450018,债券型,0.66%,7.80%,12.56%,中低风险,0.13亿元
4692,000330,货币型,0.20%,2.96%,11.06%,无,502.34亿元
4693,000559,货币型,0.20%,2.58%,10.07%,低风险,436.70亿元
4694,160716,股票指数,-3.16%,8.36%,37.24%,高风险,23.45亿元
4695,395011,债券型,0.69%,4.44%,3.52%,中风险,0.79亿元
4696,519908,混合型,-0.93%,4.67%,-9.29%,中高风险,7.27亿元
4697,481009,股票指数,-0.90%,13.18%,19.48%,高风险,33.89亿元
4698,400015,混合型,-2.43%,-4.89%,-30.30%,中高风险,0.29亿元
4699,450019,债券型,0.64%,7.45%,11.49%,中低风险,0.02亿元
4700,630001,混合型,3.06%,11.99%,-17.20%,中高风险,17.63亿元
4701,000612,混合型,7.95%,15.90%,5.05%,中高风险,6.60亿元
4702,000560,货币型,0.21%,2.72%,10.67%,低风险,2.53亿元
4703,161022,股票指数,2.59%,10.94%,-25.99%,高风险,52.73亿元
4704,166006,混合型,5.37%,19.68%,44.20%,中高风险,44.96亿元
4705,700004,混合型,2.07%,19.85%,19.03%,中高风险,0.32亿元
4706,000588,货币型,0.18%,2.78%,10.97%,低风险,155.39亿元
4707,395012,债券型,0.61%,4.05%,1.63%,中风险,0.02亿元
4708,000167,混合型,8.02%,33.73%,51.49%,中高风险,3.06亿元
4709,360010,混合型,4.12%,15.06%,15.81%,中高风险,1.59亿元
4710,202005,混合型,0.43%,8.90%,14.10%,中高风险,36.61亿元
4711,630015,混合型,4.51%,-0.31%,-12.54%,中高风险,4.77亿元
4712,519566,货币型,0.18%,2.29%,9.04%,低风险,0.18亿元
4713,000664,混合型,1.17%,8.67%,13.41%,中高风险,0.58亿元
4714,487016,混合型,5.40%,18.30%,11.51%,中高风险,1.28亿元
4715,000215,混合型,0.19%,7.29%,25.62%,中高风险,2.85亿元
4716,410008,股票指数,0.09%,22.62%,51.31%,高风险,1.73亿元
4717,165707,股票指数,0.00%,0.21%,-20.60%,高风险,0.05亿元
4718,485005,债券型,0.04%,-0.74%,-1.02%,中风险,3.15亿元
4719,550010,货币型,0.17%,2.35%,9.46%,低风险,1.67亿元
4720,000466,债券型,0.19%,-3.71%,-0.76%,中风险,0.13亿元
4721,573003,债券型,0.44%,5.61%,2.36%,中风险,0.07亿元
4722,000273,混合型,1.89%,12.52%,8.18%,中高风险,0.83亿元
4723,730001,混合型,3.95%,16.51%,-11.13%,中高风险,0.79亿元
4724,000655,债券型,0.41%,2.78%,6.87%,中低风险,5.09亿元
4725,000045,债券型,0.71%,8.68%,15.18%,中风险,6.67亿元
4726,000547,混合型,4.72%,30.91%,23.09%,中高风险,0.75亿元
4727,000306,债券型,0.41%,2.76%,6.60%,中风险,20.36亿元
4728,580006,混合型,0.35%,10.41%,-14.54%,中高风险,0.25亿元
4729,260115,混合型,3.97%,6.77%,11.36%,中高风险,1.16亿元
4730,040036,债券型,2.91%,11.60%,17.27%,中风险,0.56亿元
4731,240012,债券型,1.29%,7.37%,6.28%,中风险,0.96亿元
4732,485105,债券型,-0.27%,-0.45%,-0.27%,中风险,4.45亿元
4733,519158,混合型,7.00%,20.50%,12.28%,中高风险,5.47亿元
4734,040025,混合型,-0.65%,8.28%,23.22%,中高风险,20.16亿元
4735,000567,混合型,3.09%,3.53%,2.47%,中高风险,2.39亿元
4736,000616,债券型,0.41%,9.48%,4.71%,中风险,0.14亿元
4737,233005,债券型,0.76%,6.21%,13.04%,中风险,40.28亿元
4738,000046,债券型,0.72%,8.52%,14.02%,中风险,0.78亿元
4739,000190,混合型,2.16%,8.59%,23.99%,中高风险,5.09亿元
4740,000530,混合型,7.95%,10.92%,4.96%,中高风险,0.60亿元
4741,161816,股票指数,-2.40%,11.21%,-0.18%,高风险,1.62亿元
4742,161610,混合型,1.73%,16.01%,16.13%,中高风险,32.38亿元
4743,121010,混合型,2.70%,14.59%,22.92%,中高风险,1.18亿元
4744,240013,债券型,1.25%,6.94%,5.10%,中风险,0.10亿元
4745,040037,债券型,2.85%,10.16%,15.54%,中风险,0.28亿元
4746,159002,货币型,0.22%,2.44%,9.77%,无,4.12亿元
4747,000205,债券型,0.71%,5.99%,9.77%,中低风险,13.45亿元
4748,519671,股票指数,-3.81%,11.04%,41.50%,高风险,9.04亿元
4749,000617,债券型,0.35%,9.04%,3.46%,中风险,0.06亿元
4750,519035,混合型,1.81%,24.01%,24.14%,中高风险,16.56亿元
4751,260116,混合型,3.72%,18.60%,46.47%,中高风险,28.95亿元
4752,000531,混合型,4.17%,1.79%,14.59%,中高风险,0.87亿元
4753,050027,债券型,1.20%,6.66%,13.58%,中低风险,14.02亿元
4754,161907,股票指数,-2.36%,8.19%,14.10%,高风险,0.42亿元
4755,165312,股票指数,0.53%,10.38%,43.76%,高风险,11.83亿元
4756,000206,债券型,0.71%,5.81%,9.38%,中低风险,2.54亿元
4757,519069,混合型,0.00%,9.59%,41.83%,中高风险,116.72亿元
4758,217013,混合型,7.35%,24.89%,18.95%,中高风险,1.45亿元
4759,700002,股票指数,1.52%,15.30%,3.70%,高风险,0.74亿元
4760,000532,混合型,1.96%,20.84%,54.08%,中高风险,3.03亿元
4761,519087,混合型,-2.31%,17.04%,14.82%,中高风险,11.58亿元
4762,000017,混合型,4.32%,22.93%,21.65%,中高风险,1.19亿元
4763,160611,混合型,4.72%,29.67%,-1.94%,中高风险,9.68亿元
4764,162907,股票指数,-0.94%,0.46%,-16.69%,高风险,0.44亿元
4765,000210,货币型,0.19%,2.43%,9.64%,低风险,0.94亿元
4766,217018,债券型,0.87%,3.03%,2.18%,中风险,0.54亿元
4767,630003,债券型,0.25%,4.09%,-10.47%,中风险,0.53亿元
4768,519898,货币型,0.15%,2.02%,8.37%,无,3.64亿元
4769,040015,混合型,12.16%,11.33%,20.36%,中高风险,1.72亿元
4770,161219,混合型,5.96%,28.16%,30.57%,中高风险,0.85亿元
4771,000550,混合型,-0.22%,0.44%,-19.47%,中高风险,6.66亿元
4772,166301,混合型,5.70%,18.95%,35.68%,中高风险,1.16亿元
4773,519732,混合型,5.15%,14.78%,68.09%,中高风险,15.93亿元
4774,481001,混合型,0.23%,12.82%,13.62%,中高风险,42.73亿元
4775,630103,债券型,0.26%,3.67%,-11.59%,中风险,0.35亿元
4776,160311,混合型,-1.63%,14.09%,20.66%,中高风险,39.36亿元
4777,470008,混合型,5.61%,14.52%,16.39%,中高风险,11.34亿元
4778,630009,债券型,0.82%,5.31%,14.63%,中风险,1.11亿元
4779,000541,混合型,9.81%,27.86%,-18.67%,中高风险,4.65亿元
4780,166401,债券型,0.72%,5.44%,9.66%,中风险,0.29亿元
4781,000024,债券型,0.76%,6.37%,12.01%,中低风险,22.79亿元
4782,000187,债券型,0.89%,5.88%,14.68%,中低风险,4.55亿元
4783,610007,混合型,3.98%,6.56%,-4.75%,中高风险,0.34亿元
4784,519008,混合型,0.48%,10.65%,26.77%,中高风险,27.91亿元
4785,420005,混合型,-0.87%,2.40%,2.25%,中高风险,1.06亿元
4786,379010,混合型,4.53%,17.96%,2.64%,中高风险,4.71亿元
4787,000025,债券型,0.78%,5.90%,10.72%,中低风险,8.42亿元
4788,530017,债券型,1.22%,6.02%,2.59%,中风险,4.69亿元
4789,630109,债券型,0.78%,4.84%,13.11%,中风险,1.04亿元
4790,000581,货币型,0.21%,2.92%,10.83%,无,144.12亿元
4791,000188,债券型,0.86%,5.45%,13.29%,中低风险,0.34亿元
4792,570001,混合型,0.19%,6.80%,32.56%,中高风险,15.82亿元
4793,206015,债券型,0.59%,6.42%,8.51%,中低风险,1.02亿元
4794,050006,债券型,1.04%,6.71%,6.93%,中风险,2.84亿元
4795,100038,股票指数,-1.17%,18.88%,38.49%,高风险,89.73亿元
4796,000039,混合型,7.36%,7.39%,-6.90%,中高风险,3.24亿元
4797,519697,混合型,5.30%,14.27%,55.54%,中高风险,33.35亿元
4798,519509,货币型,0.21%,2.67%,10.37%,低风险,2.14亿元
4799,310518,债券型,3.92%,11.55%,-2.31%,中高风险,0.65亿元
4800,000524,股票型,8.73%,12.02%,-12.79%,高风险,1.94亿元
4801,000061,混合型,2.25%,0.63%,-40.39%,中高风险,8.77亿元
4802,165520,股票指数,2.49%,-0.32%,-9.61%,高风险,1.45亿元
4803,165511,股票指数,1.36%,4.06%,-11.51%,高风险,1.64亿元
4804,377020,混合型,6.05%,4.46%,0.90%,中高风险,26.56亿元
4805,050026,混合型,13.45%,47.47%,46.60%,中高风险,10.07亿元
4806,121011,货币型,0.19%,2.67%,10.04%,低风险,11.40亿元
4807,161624,债券型,1.76%,5.75%,-4.79%,中高风险,0.22亿元
4808,410010,股票指数,2.05%,-2.05%,-22.76%,高风险,0.27亿元
4809,519005,混合型,11.65%,4.83%,18.84%,中高风险,27.48亿元
4810,090020,混合型,2.72%,5.60%,-3.72%,中高风险,0.22亿元
4811,000573,混合型,1.09%,7.96%,14.92%,中高风险,5.84亿元
4812,540007,股票型,5.06%,19.17%,3.95%,高风险,0.67亿元
4813,310508,债券型,2.90%,7.95%,9.98%,中风险,0.94亿元
4814,160219,股票指数,7.26%,7.06%,11.89%,高风险,14.64亿元
4815,200010,混合型,4.80%,16.60%,-11.33%,中高风险,2.88亿元
4816,233012,债券型,1.75%,10.30%,12.15%,中风险,6.80亿元
4817,050008,混合型,3.16%,-1.10%,-16.51%,中高风险,14.82亿元
4818,040026,债券型,0.57%,5.41%,11.98%,中低风险,3.95亿元
4819,161903,混合型,10.43%,51.92%,50.19%,中高风险,2.53亿元
4820,519677,股票指数,-1.81%,3.96%,-10.48%,高风险,4.09亿元
4821,000251,混合型,-3.47%,23.96%,39.52%,中高风险,37.22亿元
4822,161625,债券型,1.73%,5.33%,-5.93%,中高风险,0.54亿元
4823,162212,混合型,-2.16%,3.59%,6.42%,中高风险,1.23亿元
4824,164808,债券型,0.80%,6.79%,9.76%,中风险,16.64亿元
4825,160106,混合型,4.75%,-0.34%,-18.27%,中高风险,13.19亿元
4826,519111,债券型,0.51%,4.33%,0.64%,中风险,24.38亿元
4827,519021,混合型,-0.57%,12.04%,0.39%,中高风险,9.65亿元
4828,000538,混合型,0.23%,1.96%,-2.55%,中高风险,1.53亿元
4829,519120,混合型,8.95%,7.96%,-21.51%,中高风险,3.26亿元
4830,166009,混合型,5.36%,22.15%,20.91%,中高风险,6.19亿元
4831,519115,混合型,9.33%,26.53%,17.91%,中高风险,0.73亿元
4832,163113,股票指数,-2.78%,26.32%,-15.99%,高风险,30.05亿元
4833,000042,股票指数,-1.16%,13.97%,28.58%,高风险,5.01亿元
4834,070027,混合型,3.25%,17.81%,4.16%,中高风险,14.01亿元
4835,000003,债券型,2.20%,7.85%,-14.42%,中高风险,0.78亿元
4836,290009,债券型,0.41%,3.40%,7.52%,中风险,0.54亿元
4837,000529,混合型,6.60%,31.34%,43.66%,中高风险,8.47亿元
4838,233013,债券型,1.69%,9.85%,10.72%,中风险,2.20亿元
4839,000252,债券型,0.25%,4.73%,5.79%,中低风险,21.24亿元
4840,610004,混合型,8.34%,31.70%,28.50%,中高风险,0.80亿元
4841,253010,混合型,-0.61%,5.32%,-2.97%,中高风险,0.53亿元
4842,519989,债券型,0.75%,1.86%,1.54%,中风险,17.94亿元
4843,160618,债券型,0.92%,9.59%,17.38%,中低风险,25.63亿元
4844,040007,混合型,5.61%,19.32%,3.00%,中高风险,16.53亿元
4845,585001,股票指数,1.74%,1.65%,-7.73%,高风险,0.78亿元
4846,000535,混合型,-0.21%,5.68%,-15.45%,中高风险,0.93亿元
4847,000004,债券型,2.20%,7.99%,-14.99%,中高风险,0.42亿元
4848,762001,混合型,2.53%,14.67%,2.20%,中高风险,2.63亿元
4849,080005,混合型,-0.75%,9.02%,16.18%,中高风险,2.17亿元
4850,161819,股票指数,-1.03%,-5.86%,-14.64%,高风险,0.65亿元
4851,000253,债券型,0.25%,4.17%,4.42%,中低风险,0.08亿元
4852,002011,混合型,0.54%,13.03%,-8.63%,中高风险,80.29亿元
4853,410006,混合型,3.77%,4.13%,-9.67%,中高风险,0.95亿元
4854,519015,混合型,5.60%,15.63%,16.98%,中高风险,4.45亿元
4855,202023,混合型,2.91%,26.98%,45.11%,中高风险,7.52亿元
4856,630005,混合型,0.97%,0.50%,-35.61%,中高风险,10.50亿元
4857,000556,混合型,-3.25%,17.46%,22.72%,中高风险,0.34亿元
4858,000014,债券型,1.26%,6.51%,2.46%,中风险,1.14亿元
4859,160808,股票指数,0.23%,5.29%,-11.15%,高风险,0.10亿元
4860,240022,混合型,2.12%,15.81%,27.00%,中高风险,3.11亿元
4861,000147,债券型,0.87%,7.61%,12.46%,中低风险,47.53亿元
4862,540003,混合型,1.36%,22.94%,19.07%,中高风险,11.00亿元
4863,110023,混合型,12.33%,25.12%,57.63%,中高风险,36.27亿元
4864,660002,债券型,0.79%,6.08%,9.95%,中风险,1.04亿元
4865,165309,股票指数,-0.83%,14.12%,24.10%,高风险,5.78亿元
4866,020007,货币型,0.22%,2.17%,9.34%,低风险,36.64亿元
4867,000557,混合型,-3.33%,16.80%,20.69%,中高风险,0.47亿元
4868,110010,混合型,2.88%,8.60%,18.54%,中高风险,53.43亿元
4869,217024,债券型,1.11%,8.65%,10.12%,中风险,1.81亿元
4870,000020,混合型,6.45%,20.63%,39.35%,中高风险,4.17亿元
4871,000148,债券型,0.78%,7.19%,13.40%,中低风险,15.04亿元
4872,450006,债券型,0.90%,8.40%,11.65%,中风险,0.74亿元
4873,100058,债券型,0.69%,8.71%,13.56%,中低风险,7.69亿元
4874,164509,债券型,1.03%,7.12%,13.45%,中低风险,1.56亿元
4875,217009,混合型,2.20%,21.75%,11.91%,中高风险,9.87亿元
4876,519097,混合型,7.21%,20.47%,0.90%,中高风险,0.72亿元
4877,162307,股票指数,-0.43%,22.54%,44.23%,高风险,1.50亿元
4878,398011,混合型,7.02%,19.51%,28.95%,中高风险,4.37亿元
4879,165313,混合型,4.76%,22.92%,11.29%,中高风险,3.53亿元
4880,040035,混合型,7.17%,29.10%,12.79%,中高风险,12.49亿元
4881,110035,债券型,2.13%,10.06%,10.06%,中风险,0.43亿元
4882,164510,债券型,1.00%,7.46%,12.96%,中低风险,0.04亿元
4883,000171,债券型,1.37%,9.26%,20.91%,无,37.30亿元
4884,400009,债券型,0.34%,2.07%,6.04%,中风险,0.52亿元
4885,450003,混合型,1.03%,28.66%,32.12%,中高风险,14.25亿元
4886,360003,货币型,0.18%,2.30%,9.42%,低风险,46.95亿元
4887,360011,混合型,1.72%,9.88%,2.07%,中高风险,2.75亿元
4888,690005,混合型,3.24%,20.10%,49.55%,中高风险,2.85亿元
4889,630016,混合型,4.41%,18.71%,9.26%,中高风险,3.28亿元
4890,000409,股票型,2.99%,10.14%,8.19%,高风险,2.29亿元
4891,000059,股票指数,7.40%,2.52%,-10.64%,高风险,17.60亿元
4892,110036,债券型,2.12%,9.86%,8.97%,中风险,0.21亿元
4893,410003,混合型,10.34%,16.78%,4.58%,中高风险,4.94亿元
4894,560006,混合型,4.18%,16.89%,2.75%,中高风险,0.07亿元
4895,000259,混合型,5.25%,13.73%,25.56%,中高风险,7.10亿元
4896,164902,债券型,0.41%,5.30%,11.09%,中风险,22.54亿元
4897,000458,混合型,-4.30%,2.06%,18.40%,中高风险,0.60亿元
4898,163802,货币型,0.18%,2.33%,9.30%,低风险,3.83亿元
4899,590003,混合型,4.56%,6.87%,-34.68%,中高风险,4.18亿元
4900,210002,混合型,2.49%,-3.12%,-9.60%,中高风险,1.07亿元
4901,000047,债券型,1.78%,7.05%,8.69%,中风险,0.46亿元
4902,000507,混合型,0.24%,5.08%,19.33%,中高风险,1.93亿元
4903,166020,混合型,0.00%,5.49%,10.87%,中高风险,0.47亿元
4904,162216,股票指数,1.52%,11.21%,-1.54%,高风险,1.74亿元
4905,530019,混合型,2.00%,4.18%,-3.43%,中高风险,0.26亿元
4906,200012,混合型,6.45%,14.24%,39.45%,中高风险,1.50亿元
4907,519666,债券型,0.49%,5.76%,9.86%,中风险,0.66亿元
4908,090005,货币型,0.18%,2.42%,9.56%,低风险,1.64亿元
4909,320010,股票指数,0.20%,21.99%,52.20%,高风险,1.74亿元
4910,000104,债券型,1.36%,4.03%,2.05%,中低风险,0.10亿元
4911,180015,债券型,1.01%,6.46%,6.89%,中风险,1.87亿元
4912,720001,混合型,9.85%,48.35%,30.34%,中高风险,8.68亿元
4913,000048,债券型,1.80%,6.78%,7.96%,中风险,0.34亿元
4914,162214,混合型,5.88%,18.54%,9.99%,中高风险,1.19亿元
4915,165519,股票指数,7.20%,0.44%,18.10%,高风险,1.64亿元
4916,582003,混合型,1.74%,5.67%,12.55%,中高风险,1.29亿元
4917,398021,混合型,-1.31%,4.86%,-5.69%,中高风险,14.30亿元
4918,000508,混合型,0.17%,4.71%,17.97%,中高风险,0.27亿元
4919,450001,混合型,2.78%,22.70%,31.72%,中高风险,2.58亿元
4920,260112,混合型,1.76%,10.26%,24.81%,中高风险,22.15亿元
4921,161826,债券指数,0.87%,11.52%,-2.53%,高风险,0.59亿元
4922,519068,混合型,1.28%,24.41%,51.56%,中高风险,81.72亿元
4923,090017,债券型,3.02%,3.71%,-11.73%,中高风险,0.43亿元
4924,420008,债券型,0.93%,5.98%,7.53%,中风险,2.56亿元
4925,398031,混合型,2.72%,14.55%,12.70%,中高风险,0.80亿元
4926,000417,混合型,1.31%,-1.07%,-11.11%,中高风险,0.74亿元
4927,253050,货币型,0.18%,2.44%,9.51%,低风险,0.92亿元
4928,161622,货币型,0.22%,2.76%,10.39%,低风险,9.40亿元
4929,200003,货币型,0.20%,2.67%,9.90%,低风险,515.40亿元
4930,519501,货币型,0.23%,2.93%,10.65%,无,0.02亿元
4931,160211,混合型,7.02%,10.01%,-9.72%,中高风险,11.21亿元
4932,000526,混合型,1.07%,-0.90%,2.00%,中高风险,1.03亿元
4933,660011,股票指数,0.74%,0.03%,-22.82%,高风险,1.04亿元
4934,610001,混合型,4.87%,7.92%,15.47%,中高风险,10.53亿元
4935,270004,货币型,0.19%,2.59%,9.96%,低风险,27.68亿元
4936,470018,债券型,1.42%,13.13%,15.26%,中风险,0.89亿元
4937,420108,债券型,0.76%,5.46%,5.93%,中风险,0.16亿元
4938,161811,股票指数,-0.53%,14.57%,18.81%,高风险,1.21亿元
4939,540005,债券型,0.69%,5.14%,5.72%,中风险,0.80亿元
4940,000236,债券型,1.56%,4.40%,6.97%,中风险,4.00亿元
4941,000054,债券型,1.26%,7.20%,11.35%,中风险,5.62亿元
4942,671010,混合型,-0.88%,14.34%,6.25%,中高风险,2.29亿元
4943,000339,混合型,9.88%,28.48%,43.13%,中高风险,1.22亿元
4944,163818,混合型,4.19%,10.86%,-4.77%,中高风险,0.38亿元
4945,240014,股票指数,-0.55%,19.21%,46.47%,高风险,5.92亿元
4946,161607,股票指数,0.00%,20.38%,34.59%,高风险,7.60亿元
4947,420003,混合型,-3.90%,14.18%,6.26%,中高风险,10.92亿元
4948,530005,混合型,4.08%,15.51%,7.91%,中高风险,18.87亿元
4949,000015,债券型,0.81%,6.24%,10.11%,中低风险,21.16亿元
4950,530012,混合型,0.85%,14.32%,4.08%,中高风险,1.57亿元
4951,161820,债券型,0.44%,5.26%,11.54%,中低风险,20.78亿元
4952,000533,货币型,0.22%,3.09%,11.16%,低风险,172.86亿元
4953,000121,混合型,1.26%,8.04%,13.16%,中高风险,3.02亿元
4954,660004,混合型,6.18%,13.31%,25.14%,中高风险,3.34亿元
